Node,forT,P,Q,ValueP,ValueQ
13140010,4,0,0,500,500
13140011,2,0,0,500,500
13140011,3,0,0,500,500
13140011,4,0,0,500,500
13140012,2,0,0,500,500
13140012,3,0,0,500,500
13140012,4,0,0,500,500
13140013,2,0,0,500,500
13140013,3,0,0,500,500
13140013,4,0,0,500,500
13140014,2,-0.081695225,-0.0015,500,500
13140014,3,-0.081562215,-0.0015,500,500
13140014,4,-0.081429205,-0.0015,500,500
13140015,2,0,0,500,500
13140015,3,0,0,500,500
13140015,4,0,0,500,500
13140016,2,0,0,500,500
13140016,3,0,0,500,500
13140016,4,0,0,500,500
13140017,2,0,0,500,500
13140017,3,0,0,500,500
13140017,4,0,0,500,500
13140018,2,0,0,500,500
13140018,3,0,0,500,500
13140018,4,0,0,500,500
13140019,2,0,0,500,500
13140019,3,0,0,500,500
13140019,4,0,0,500,500
13150000,2,-7.720975128,-0.042,500,500
13150000,3,-7.713105308,-0.042,500,500
13150000,4,-7.711482994,-0.042,500,500
13160000,2,-6.417183971,0,500,500
13160000,3,-6.406723588,0,500,500
13160000,4,-6.39642781,0,500,500
13170000,2,-12.53807392,0,500,500
13170000,3,-12.51928044,0,500,500
13170000,4,-12.50121331,0,500,500
13180000,2,-3.710439775,0,500,500
13180000,3,-3.707762488,0,500,500
13180000,4,-3.706010124,0,500,500
13190000,2,-12.6693979,0,500,500
13190000,3,-12.6481582,0,500,500
13190000,4,-12.62709878,0,500,500
13200000,2,-12.71275367,0,500,500
13200000,3,-12.69070636,0,500,500
13200000,4,-12.66865905,0,500,500
13210000,2,-12.71275367,0,500,500
13210000,3,-12.69070636,0,500,500
13210000,4,-12.66865905,0,500,500
13220000,2,-12.71275367,0,500,500
13220000,3,-12.69070636,0,500,500
13220000,4,-12.66865905,0,500,500
13230000,2,-12.71275367,0,500,500
13230000,3,-12.69070636,0,500,500
13230000,4,-12.66865905,0,500,500
13240000,2,-12.71275367,0,500,500
13240000,3,-12.69070636,0,500,500
13240000,4,-12.66865905,0,500,500
13250000,2,-6.380865663,0,500,500
13250000,3,-6.371081796,0,500,500
13250000,4,-6.361613552,0,500,500
13260000,2,-12.42340106,0,500,500
13260000,3,-12.40674364,0,500,500
13260000,4,-12.3912894,0,500,500
13270000,2,-12.67442466,0,500,500
13270000,3,-12.65309132,0,500,500
13270000,4,-12.63191736,0,500,500
13280000,2,-9.204344865,-0.0465,500,500
13280000,3,-9.196364317,-0.0465,500,500
13280000,4,-9.18769168,-0.0465,500,500
13290000,2,-6.364600019,-0.033,500,500
13290000,3,-6.361312765,-0.033,500,500
13290000,4,-6.361569676,-0.033,500,500
13300000,2,-12.71275367,0,500,500
13300000,3,-12.69070636,0,500,500
13300000,4,-12.66865905,0,500,500
13310000,2,-12.65928156,0,500,500
13310000,3,-12.63823029,0,500,500
13310000,4,-12.61740138,0,500,500
13320000,2,-6.427283062,-0.0375,500,500
13320000,3,-6.426529283,-0.0375,500,500
13320000,4,-6.42162186,-0.0375,500,500
13330000,2,-1.334100776,-0.012,500,500
13330000,3,-1.335588538,-0.012,500,500
13330000,4,-1.334428315,-0.012,500,500
13330001,2,0,0,500,500
13330001,3,0,0,500,500
13330001,4,0,0,500,500
13330002,2,0,0,500,500
13330002,3,0,0,500,500
13330002,4,0,0,500,500
13330003,2,0,0,500,500
13330003,3,0,0,500,500
13330003,4,0,0,500,500
13330004,2,0,0,500,500
13330004,3,0,0,500,500
13330004,4,0,0,500,500
13330005,2,0,0,500,500
13330005,3,0,0,500,500
13330005,4,0,0,500,500
13330006,2,0,0,500,500
13330006,3,0,0,500,500
13330006,4,0,0,500,500
13330007,2,0,0,500,500
13330007,3,0,0,500,500
13330007,4,0,0,500,500
13330008,2,0,0,500,500
13330008,3,0,0,500,500
13330008,4,0,0,500,500
13330009,2,0,0,500,500
13330009,3,0,0,500,500
13330009,4,0,0,500,500
13330010,2,0,0,500,500
13330010,3,0,0,500,500
13330010,4,0,0,500,500
13330011,2,-0.000241774,0,500,500
13330011,3,-0.000308597,0,500,500
13330011,4,-0.000372458,0,500,500
13330012,2,0,0,500,500
13330012,3,0,0,500,500
13330012,4,0,0,500,500
13330013,2,-0.000119862,0,500,500
13330013,3,-0.00015232,0,500,500
13330013,4,-0.000183042,0,500,500
13330014,2,0,0,500,500
13330014,3,0,0,500,500
13330014,4,0,0,500,500
13330015,2,0,0,500,500
13330015,3,0,0,500,500
13330015,4,0,0,500,500
13330016,2,0,0,500,500
13330016,3,0,0,500,500
13330016,4,0,0,500,500
13330017,2,0,0,500,500
13330017,3,0,0,500,500
13330017,4,0,0,500,500
13330018,2,0,0,500,500
13330018,3,0,0,500,500
13330018,4,0,0,500,500
13330019,2,0,0,500,500
13330019,3,0,0,500,500
13330019,4,0,0,500,500
13330020,2,-0.000120315,0,500,500
13330020,3,-0.000153637,0,500,500
13330020,4,-0.000185593,0,500,500
13330021,2,-0.000146379,0,500,500
13330021,3,-0.000190265,0,500,500
13330021,4,-0.000231328,0,500,500
13330022,2,-0.000132268,0,500,500
13330022,3,-0.000170403,0,500,500
13330022,4,-0.000206479,0,500,500
13340000,2,-3.584921693,0,500,500
13340000,3,-3.58458248,0,500,500
13340000,4,-3.585690121,0,500,500
13350000,2,-12.71275367,0,500,500
13350000,3,-12.69070636,0,500,500
13350000,4,-12.66865905,0,500,500
13360000,2,-12.70929777,0,500,500
13360000,3,-12.68731484,0,500,500
13360000,4,-12.66534628,0,500,500
13370000,2,-8.111468895,0,500,500
13370000,3,-8.117879331,0,500,500
13370000,4,-8.12933034,0,500,500
13380000,2,-11.57834064,0,500,500
13380000,3,-11.57742449,0,500,500
13380000,4,-11.58122546,0,500,500
13390000,2,-12.51752705,0,500,500
13390000,3,-12.49911631,0,500,500
13390000,4,-12.48151736,0,500,500
13400000,2,-12.71275367,0,500,500
13400000,3,-12.69070636,0,500,500
13400000,4,-12.66865905,0,500,500
13410000,2,-12.65745936,0,500,500
13410000,3,-12.63644204,0,500,500
13410000,4,-12.61565465,0,500,500
13420000,2,-6.423546544,0,500,500
13420000,3,-6.413632399,0,500,500
13420000,4,-6.404020029,0,500,500
13430000,2,-9.119082019,0,500,500
13430000,3,-9.106723246,0,500,500
13430000,4,-9.095215193,0,500,500
13440000,2,-7.669522516,0,500,500
13440000,3,-7.656221518,0,500,500
13440000,4,-7.642920519,0,500,500
13450000,2,-12.71275367,0,500,500
13450000,3,-12.69070636,0,500,500
13450000,4,-12.66865905,0,500,500
13460000,2,-9.326604705,-0.0465,500,500
13460000,3,-9.318061512,-0.0465,500,500
13460000,4,-9.309030103,-0.0465,500,500
13470000,2,-12.65419197,0,500,500
13470000,3,-12.63323551,0,500,500
13470000,4,-12.61252257,0,500,500
13480000,2,-6.42849417,0,500,500
13480000,3,-6.417823108,0,500,500
13480000,4,-6.407269621,0,500,500
13490000,2,-9.323670965,0,500,500
13490000,3,-9.307501232,0,500,500
13490000,4,-9.291331499,0,500,500
13500000,2,-9.37701864,-0.0465,500,500
13500000,3,-9.37036341,-0.0465,500,500
13500000,4,-9.367970347,-0.0465,500,500
13510000,2,-9.395319941,-0.0465,500,500
13510000,3,-9.384931442,-0.0465,500,500
13510000,4,-9.378677449,-0.0465,500,500
13520000,2,-12.68461326,0,500,500
13520000,3,-12.66309014,0,500,500
13520000,4,-12.64168403,0,500,500
13530000,2,-7.059902753,0,500,500
13530000,3,-7.057957383,0,500,500
13530000,4,-7.058546932,0,500,500
13540000,2,-7.552147777,0,500,500
13540000,3,-7.541033165,0,500,500
13540000,4,-7.530406619,0,500,500
13550000,2,-12.71275367,0,500,500
13550000,3,-12.69070636,0,500,500
13550000,4,-12.66865905,0,500,500
13560000,2,-0.725431791,-0.009,500,500
13560000,3,-0.723668386,-0.009,500,500
13560000,4,-0.721609472,-0.009,500,500
13560001,2,0,0,500,500
13560001,3,0,0,500,500
13560001,4,0,0,500,500
13560002,2,0,0,500,500
13560002,3,0,0,500,500
13560002,4,0,0,500,500
13560003,2,0,0,500,500
13560003,3,0,0,500,500
13560003,4,0,0,500,500
13560004,2,0,0,500,500
13560004,3,0,0,500,500
13560004,4,0,0,500,500
13560005,2,0,0,500,500
13560005,3,0,0,500,500
13560005,4,0,0,500,500
13560006,2,0,0,500,500
13560006,3,0,0,500,500
13560006,4,0,0,500,500
13560007,2,0,0,500,500
13560007,3,0,0,500,500
13560007,4,0,0,500,500
13560008,2,0,0,500,500
13560008,3,0,0,500,500
13560008,4,0,0,500,500
13560009,2,-0.076729655,0,500,500
13560009,3,-0.076620799,0,500,500
13560009,4,-0.076491391,0,500,500
13560010,2,0,0,500,500
13560010,3,0,0,500,500
13560010,4,0,0,500,500
13560011,2,0,0,500,500
13560011,3,0,0,500,500
13560011,4,0,0,500,500
13560012,2,-0.000119851,0,500,500
13560012,3,-0.000152281,0,500,500
13560012,4,-0.000182963,0,500,500
13560013,2,-0.000062186,0,500,500
13560013,3,-0.000039374,0,500,500
13560013,4,-0.000131168,0,500,500
13560014,2,0,0,500,500
13560014,3,0,0,500,500
13560014,4,0,0,500,500
13560015,2,0,0,500,500
13560015,3,0,0,500,500
13560015,4,0,0,500,500
13560016,2,0,0,500,500
13560016,3,0,0,500,500
13560016,4,0,0,500,500
13560017,2,0,0,500,500
13560017,3,0,0,500,500
13560017,4,0,0,500,500
13560018,2,0,0,500,500
13560018,3,0,0,500,500
13560018,4,0,0,500,500
13560019,2,0,0,500,500
13560019,3,0,0,500,500
13560019,4,0,0,500,500
13570000,2,-6.403988738,0,500,500
13570000,3,-6.393774148,0,500,500
13570000,4,-6.383779031,0,500,500
13580000,2,-7.666694966,0,500,500
13580000,3,-7.653446638,0,500,500
13580000,4,-7.640210067,0,500,500
13590000,2,-6.494737968,0,500,500
13590000,3,-6.483497711,0,500,500
13590000,4,-6.472263203,0,500,500
13600000,2,-11.29872917,0,500,500
13600000,3,-11.28409653,0,500,500
13600000,4,-11.27068537,0,500,500
13610000,2,-3.931931186,0,500,500
13610000,3,-3.92512809,0,500,500
13610000,4,-3.918328914,0,500,500
13620000,2,-12.71275367,0,500,500
13620000,3,-12.69070636,0,500,500
13620000,4,-12.66865905,0,500,500
13630000,2,-3.497556683,0,500,500
13630000,3,-3.498844854,0,500,500
13630000,4,-3.501943157,0,500,500
13640000,2,-52.20870847,0,500,500
13640000,3,-52.12061133,0,500,500
13640000,4,-52.03311643,0,500,500
13650000,2,-3.932873703,0,500,500
13650000,3,-3.92605305,0,500,500
13650000,4,-3.919232398,0,500,500
13660000,2,-7.650546514,0,500,500
13660000,3,-7.63759899,0,500,500
13660000,4,-7.624730371,0,500,500
13670000,2,-6.45676967,0,500,500
13670000,3,-6.445571908,0,500,500
13670000,4,-6.434374147,0,500,500
13680000,2,-12.71275367,0,500,500
13680000,3,-12.69070636,0,500,500
13680000,4,-12.66865905,0,500,500
13690000,2,-3.416437418,0,500,500
13690000,3,-3.419236629,0,500,500
13690000,4,-3.424183283,0,500,500
13700000,2,-9.19630555,0,500,500
13700000,3,-9.182508303,0,500,500
13700000,4,-9.169240666,0,500,500
13710000,2,-12.70647022,0,500,500
13710000,3,-12.68453996,0,500,500
13710000,4,-12.66263582,0,500,500
13720000,2,-9.251034349,0,500,500
13720000,3,-9.236217647,0,500,500
13720000,4,-9.221702982,0,500,500
13730000,2,-9.184367005,0,500,500
13730000,3,-9.170792142,0,500,500
13730000,4,-9.157796533,0,500,500
13740000,2,-17.86379323,0,500,500
13740000,3,-17.83284449,0,500,500
13740000,4,-17.80190359,0,500,500
13750000,2,-12.37193965,0,500,500
13750000,3,-12.35624082,0,500,500
13750000,4,-12.34195916,0,500,500
13760000,2,-9.454130417,-0.045,500,500
13760000,3,-9.442689323,-0.045,500,500
13760000,4,-9.435402216,-0.045,500,500
13770000,2,-3.438240969,0,500,500
13770000,3,-3.440634037,0,500,500
13770000,4,-3.445083885,0,500,500
13780000,2,-6.496120325,0,500,500
13780000,3,-6.484854319,0,500,500
13780000,4,-6.473588314,0,500,500
13790000,2,-6.45676967,0,500,500
13790000,3,-6.445571908,0,500,500
13790000,4,-6.434374147,0,500,500
13800000,2,-12.65299811,0,500,500
13800000,3,-12.63206389,0,500,500
13800000,4,-12.61137815,0,500,500
13810000,2,-12.71275367,0,500,500
13810000,3,-12.69070636,0,500,500
13810000,4,-12.66865905,0,500,500
13820000,2,-12.71275367,0,500,500
13820000,3,-12.69070636,0,500,500
13820000,4,-12.66865905,0,500,500
13830000,2,-12.71275367,0,500,500
13830000,3,-12.69070636,0,500,500
13830000,4,-12.66865905,0,500,500
13840000,2,-12.71275367,0,500,500
13840000,3,-12.69070636,0,500,500
13840000,4,-12.66865905,0,500,500
13850000,2,-6.45676967,0,500,500
13850000,3,-6.445571908,0,500,500
13850000,4,-6.434374147,0,500,500
13860000,2,-6.45676967,0,500,500
13860000,3,-6.445571908,0,500,500
13860000,4,-6.434374147,0,500,500
13870000,2,-12.63640982,0,500,500
13870000,3,-12.6157846,0,500,500
13870000,4,-12.59547683,0,500,500
13880000,2,-12.71275367,0,500,500
13880000,3,-12.69070636,0,500,500
13880000,4,-12.66865905,0,500,500
13890000,2,-9.323670965,0,500,500
13890000,3,-9.307501232,0,500,500
13890000,4,-9.291331499,0,500,500
13900000,2,-12.71275367,0,500,500
13900000,3,-12.69070636,0,500,500
13900000,4,-12.66865905,0,500,500
13910000,2,-12.71275367,0,500,500
13910000,3,-12.69070636,0,500,500
13910000,4,-12.66865905,0,500,500
13920000,2,-12.71275367,0,500,500
13920000,3,-12.69070636,0,500,500
13920000,4,-12.66865905,0,500,500
13930000,2,-12.71275367,0,500,500
13930000,3,-12.69070636,0,500,500
13930000,4,-12.66865905,0,500,500
13940000,2,-12.71275367,0,500,500
13940000,3,-12.69070636,0,500,500
13940000,4,-12.66865905,0,500,500
13950000,2,-12.71275367,0,500,500
13950000,3,-12.69070636,0,500,500
13950000,4,-12.66865905,0,500,500
13960000,2,-12.71275367,0,500,500
13960000,3,-12.69070636,0,500,500
13960000,4,-12.66865905,0,500,500
13970000,2,-11.57212183,0,500,500
13970000,3,-11.5523966,0,500,500
13970000,4,-11.53275602,0,500,500
13980000,2,-11.59248019,0,500,500
13980000,3,-11.57237573,0,500,500
13980000,4,-11.55227128,0,500,500
13990000,2,-12.71275367,0,500,500
13990000,3,-12.69070636,0,500,500
13990000,4,-12.66865905,0,500,500
14000000,2,-12.63044055,0,500,500
14000000,3,-12.60992652,0,500,500
14000000,4,-12.58975476,0,500,500
14010000,2,-6.678406678,0,500,500
14010000,3,-6.655098468,0,500,500
14010000,4,-6.632117608,0,500,500
14020000,2,-7.520095812,0,500,500
14020000,3,-7.506833877,0,500,500
14020000,4,-7.493807999,0,500,500
14030000,2,-7.405559487,0,500,500
14030000,3,-7.39542302,0,500,500
14030000,4,-7.385952812,0,500,500
14040000,2,-6.111644643,0,500,500
14040000,3,-6.095248617,0,500,500
14040000,4,-6.078872092,0,500,500
14050000,2,-7.077185934,0,500,500
14050000,3,-7.028780638,0,500,500
14050000,4,-6.982498913,0,500,500
14060000,2,-20.39545907,0,500,500
14060000,3,-20.34188963,0,500,500
14060000,4,-20.2883202,0,500,500
14070000,2,-0.607809071,-0.0045,500,500
14070000,3,-0.606418016,-0.0045,500,500
14070000,4,-0.605017659,-0.0045,500,500
14070001,2,0,0,500,500
14070001,3,0,0,500,500
14070001,4,0,0,500,500
14070002,2,0,0,500,500
14070002,3,0,0,500,500
14070002,4,0,0,500,500
14070003,2,0,0,500,500
14070003,3,0,0,500,500
14070003,4,0,0,500,500
14070004,2,0,0,500,500
14070004,3,0,0,500,500
14070004,4,0,0,500,500
14070005,2,-0.074026241,0,500,500
14070005,3,-0.073831808,0,500,500
14070005,4,-0.073637375,0,500,500
14070006,2,0,0,500,500
14070006,3,0,0,500,500
14070006,4,0,0,500,500
14070007,2,-0.222078722,0,500,500
14070007,3,-0.221495424,0,500,500
14070007,4,-0.220912126,0,500,500
14070008,2,0,0,500,500
14070008,3,0,0,500,500
14070008,4,0,0,500,500
14070009,2,0,0,500,500
14070009,3,0,0,500,500
14070009,4,0,0,500,500
14070010,2,0,0,500,500
14070010,3,0,0,500,500
14070010,4,0,0,500,500
14070011,2,0,0,500,500
14070011,3,0,0,500,500
14070011,4,0,0,500,500
14070012,2,-0.074026241,0,500,500
14070012,3,-0.073831808,0,500,500
14070012,4,-0.073637375,0,500,500
14070013,2,-0.074026241,0,500,500
14070013,3,-0.073831808,0,500,500
14070013,4,-0.073637375,0,500,500
14070014,2,0,0,500,500
14070014,3,0,0,500,500
14070014,4,0,0,500,500
14070015,2,-0.074026241,0,500,500
14070015,3,-0.073831808,0,500,500
14070015,4,-0.073637375,0,500,500
14070016,2,-0.005,-0.0015,500,500
14070016,3,-0.005,-0.0015,500,500
14070016,4,-0.005,-0.0015,500,500
14070017,2,0,0,500,500
14070017,3,0,0,500,500
14070017,4,0,0,500,500
14070018,2,0,0,500,500
14070018,3,0,0,500,500
14070018,4,0,0,500,500
14070019,2,-0.000145897,0,500,500
14070019,3,-0.000185777,0,500,500
14070019,4,-0.000223741,0,500,500
14070020,2,-0.074026241,0,500,500
14070020,3,-0.073831808,0,500,500
14070020,4,-0.073637375,0,500,500
14070021,2,-0.148052481,0,500,500
14070021,3,-0.147698046,0,500,500
14070021,4,-0.147333334,0,500,500
14070022,2,0,0,500,500
14070022,3,0,0,500,500
14070022,4,0,0,500,500
14070023,2,0,0,500,500
14070023,3,0,0,500,500
14070023,4,0,0,500,500
14070024,2,0,0,500,500
14070024,3,0,0,500,500
14070024,4,0,0,500,500
14070025,2,0,0,500,500
14070025,3,0,0,500,500
14070025,4,0,0,500,500
14070026,2,0,0,500,500
14070026,3,0,0,500,500
14070026,4,0,0,500,500
14070027,2,0,0,500,500
14070027,3,0,0,500,500
14070027,4,0,0,500,500
14070028,2,0,0,500,500
14070028,3,0,0,500,500
14070028,4,0,0,500,500
14070029,2,0,0,500,500
14070029,3,0,0,500,500
14070029,4,0,0,500,500
14070030,2,0,0,500,500
14070030,3,0,0,500,500
14070030,4,0,0,500,500
14080000,2,-7.565787316,0,500,500
14080000,3,-7.552666222,0,500,500
14080000,4,-7.539545128,0,500,500
14090000,2,-6.112368413,0,500,500
14090000,3,-6.09631405,0,500,500
14090000,4,-6.080259686,0,500,500
14100000,2,-7.820170767,-0.042,500,500
14100000,3,-7.809050002,-0.042,500,500
14100000,4,-7.797724271,-0.042,500,500
14110000,2,-7.402624053,0,500,500
14110000,3,-7.383180785,0,500,500
14110000,4,-7.363737517,0,500,500
14120000,2,-20.39542912,0,500,500
14120000,3,-20.34184555,0,500,500
14120000,4,-20.28826278,0,500,500
14130000,2,-6.690556041,0,500,500
14130000,3,-6.672983046,0,500,500
14130000,4,-6.655410051,0,500,500
14140000,2,-6.690556041,0,500,500
14140000,3,-6.672983046,0,500,500
14140000,4,-6.655410051,0,500,500
14150000,2,-6.689892168,0,500,500
14150000,3,-6.672005787,0,500,500
14150000,4,-6.654137292,0,500,500
14160000,2,-11.78873932,0,500,500
14160000,3,-11.75777576,0,500,500
14160000,4,-11.7268122,0,500,500
14170000,2,-11.78873932,0,500,500
14170000,3,-11.75777576,0,500,500
14170000,4,-11.7268122,0,500,500
14180000,2,-7.847301735,0,500,500
14180000,3,-7.819217409,0,500,500
14180000,4,-7.791557265,0,500,500
14190000,2,-20.39545907,0,500,500
14190000,3,-20.34188963,0,500,500
14190000,4,-20.2883202,0,500,500
14200000,2,-15.96842757,0,500,500
14200000,3,-15.92627265,0,500,500
14200000,4,-15.88412984,0,500,500
14210000,2,-11.78873932,0,500,500
14210000,3,-11.75777576,0,500,500
14210000,4,-11.7268122,0,500,500
14220000,2,-6.112368413,0,500,500
14220000,3,-6.09631405,0,500,500
14220000,4,-6.080259686,0,500,500
14230000,2,-6.690556041,0,500,500
14230000,3,-6.672983046,0,500,500
14230000,4,-6.655410051,0,500,500
14240000,2,-6.232075838,-0.033,500,500
14240000,3,-6.218804766,-0.033,500,500
14240000,4,-6.212587916,-0.033,500,500
14250000,2,-6.112368413,0,500,500
14250000,3,-6.09631405,0,500,500
14250000,4,-6.080259686,0,500,500
14260000,2,-7.402624053,0,500,500
14260000,3,-7.383180785,0,500,500
14260000,4,-7.363737517,0,500,500
14270000,2,-7.402624053,0,500,500
14270000,3,-7.383180785,0,500,500
14270000,4,-7.363737517,0,500,500
14280000,2,-6.690556041,0,500,500
14280000,3,-6.672983046,0,500,500
14280000,4,-6.655410051,0,500,500
14290000,2,-7.402624053,0,500,500
14290000,3,-7.383180785,0,500,500
14290000,4,-7.363737517,0,500,500
14300000,2,-7.402624053,0,500,500
14300000,3,-7.383180785,0,500,500
14300000,4,-7.363737517,0,500,500
14310000,2,-7.402624053,0,500,500
14310000,3,-7.383180785,0,500,500
14310000,4,-7.363737517,0,500,500
14320000,2,-7.848220175,0,500,500
14320000,3,-7.820569406,0,500,500
14320000,4,-7.793318075,0,500,500
14330000,2,-7.863044993,0,500,500
14330000,3,-7.842392412,0,500,500
14330000,4,-7.821739831,0,500,500
14340000,2,-6.110870957,0,500,500
14340000,3,-6.094109706,0,500,500
14340000,4,-6.077388802,0,500,500
14350000,2,-7.863044993,0,500,500
14350000,3,-7.842392412,0,500,500
14350000,4,-7.821739831,0,500,500
14360000,2,-7.565530253,0,500,500
14360000,3,-7.55228781,0,500,500
14360000,4,-7.539052293,0,500,500
14370000,2,-20.39545907,0,500,500
14370000,3,-20.34188963,0,500,500
14370000,4,-20.2883202,0,500,500
14380000,2,-11.78674771,0,500,500
14380000,3,-11.75484398,0,500,500
14380000,4,-11.72299392,0,500,500
14390000,2,-6.112368413,0,500,500
14390000,3,-6.09631405,0,500,500
14390000,4,-6.080259686,0,500,500
14400000,2,-6.112368413,0,500,500
14400000,3,-6.09631405,0,500,500
14400000,4,-6.080259686,0,500,500
14410000,2,-7.863044993,0,500,500
14410000,3,-7.842392412,0,500,500
14410000,4,-7.821739831,0,500,500
14420000,2,-6.112368413,0,500,500
14420000,3,-6.09631405,0,500,500
14420000,4,-6.080259686,0,500,500
14430000,2,-28.29712268,0,500,500
14430000,3,-28.20140423,0,500,500
14430000,4,-28.10504255,0,500,500
14440000,2,-7.402624053,0,500,500
14440000,3,-7.383180785,0,500,500
14440000,4,-7.363737517,0,500,500
14450000,2,-15.9688768,0,500,500
14450000,3,-15.92693395,0,500,500
14450000,4,-15.8849911,0,500,500
14460000,2,-6.690556041,0,500,500
14460000,3,-6.672983046,0,500,500
14460000,4,-6.655410051,0,500,500
14470000,2,-15.9314221,0,500,500
14470000,3,-15.87148655,0,500,500
14470000,4,-15.81092663,0,500,500
14480000,2,-20.39191509,0,500,500
14480000,3,-20.33667269,0,500,500
14480000,4,-20.28152577,0,500,500
14490000,2,-20.39545907,0,500,500
14490000,3,-20.34188963,0,500,500
14490000,4,-20.2883202,0,500,500
14500000,2,-7.863044993,0,500,500
14500000,3,-7.842392412,0,500,500
14500000,4,-7.821739831,0,500,500
14510000,2,-28.33920931,0,500,500
14510000,3,-28.26370909,0,500,500
14510000,4,-28.18826939,0,500,500
14520000,2,-20.38703176,0,500,500
14520000,3,-20.32941397,0,500,500
14520000,4,-20.27165569,0,500,500
14530000,2,-7.402624053,0,500,500
14530000,3,-7.383180785,0,500,500
14530000,4,-7.363737517,0,500,500
14540000,2,-11.78873932,0,500,500
14540000,3,-11.75777576,0,500,500
14540000,4,-11.7268122,0,500,500
14550000,2,-11.78873932,0,500,500
14550000,3,-11.75777576,0,500,500
14550000,4,-11.7268122,0,500,500
14560000,2,-7.402624053,0,500,500
14560000,3,-7.383180785,0,500,500
14560000,4,-7.363737517,0,500,500
14570000,2,-25.79678568,0,500,500
14570000,3,-25.73442405,0,500,500
14570000,4,-25.67306461,0,500,500
14580000,2,-7.863044993,0,500,500
14580000,3,-7.842392412,0,500,500
14580000,4,-7.821739831,0,500,500
14590000,2,-15.9688768,0,500,500
14590000,3,-15.92693395,0,500,500
14590000,4,-15.8849911,0,500,500
14600000,2,-6.662699104,0,500,500
14600000,3,-6.631744036,0,500,500
14600000,4,-6.600324601,0,500,500
14610000,2,-6.690556041,0,500,500
14610000,3,-6.672983046,0,500,500
14610000,4,-6.655410051,0,500,500
14620000,2,-6.690556041,0,500,500
14620000,3,-6.672983046,0,500,500
14620000,4,-6.655410051,0,500,500
14630000,2,-7.853221679,0,500,500
14630000,3,-7.827931915,0,500,500
14630000,4,-7.802906829,0,500,500
14640000,2,-15.9688768,0,500,500
14640000,3,-15.92693395,0,500,500
14640000,4,-15.8849911,0,500,500
14650000,2,-20.39545907,0,500,500
14650000,3,-20.34188963,0,500,500
14650000,4,-20.2883202,0,500,500
14660000,2,-7.863044993,0,500,500
14660000,3,-7.842392412,0,500,500
14660000,4,-7.821739831,0,500,500
14670000,2,-7.861048385,0,500,500
14670000,3,-7.839453287,0,500,500
14670000,4,-7.817911985,0,500,500
14680000,2,-6.690556041,0,500,500
14680000,3,-6.672983046,0,500,500
14680000,4,-6.655410051,0,500,500
14690000,2,-20.39545907,0,500,500
14690000,3,-20.34188963,0,500,500
14690000,4,-20.2883202,0,500,500
14700000,2,-7.863044993,0,500,500
14700000,3,-7.842392412,0,500,500
14700000,4,-7.821739831,0,500,500
14710000,2,-7.152781937,0,500,500
14710000,3,-7.13346436,0,500,500
14710000,4,-7.114539898,0,500,500
14720000,2,-7.435405847,0,500,500
14720000,3,-7.424713421,0,500,500
14720000,4,-7.414563146,0,500,500
14730000,2,-7.032951241,0,500,500
14730000,3,-7.029755496,0,500,500
14730000,4,-7.028775388,0,500,500
14740000,2,-6.690556041,0,500,500
14740000,3,-6.672983046,0,500,500
14740000,4,-6.655410051,0,500,500
14750000,2,-15.9688768,0,500,500
14750000,3,-15.92693395,0,500,500
14750000,4,-15.8849911,0,500,500
14760000,2,-12.00724252,-0.0645,500,500
14760000,3,-11.96904657,-0.0645,500,500
14760000,4,-11.92860541,-0.0645,500,500
14770000,2,-11.78873932,0,500,500
14770000,3,-11.75777576,0,500,500
14770000,4,-11.7268122,0,500,500
14780000,2,-20.39030283,0,500,500
14780000,3,-20.33429934,0,500,500
14780000,4,-20.27843479,0,500,500
14790000,2,-20.39545907,0,500,500
14790000,3,-20.34188963,0,500,500
14790000,4,-20.2883202,0,500,500
14800000,2,-6.690556041,0,500,500
14800000,3,-6.672983046,0,500,500
14800000,4,-6.655410051,0,500,500
14810000,2,-20.39545907,0,500,500
14810000,3,-20.34188963,0,500,500
14810000,4,-20.2883202,0,500,500
14820000,2,-20.39545907,0,500,500
14820000,3,-20.34188963,0,500,500
14820000,4,-20.2883202,0,500,500
14830000,2,-7.402624053,0,500,500
14830000,3,-7.383180785,0,500,500
14830000,4,-7.363737517,0,500,500
14840000,2,-7.167372154,0,500,500
14840000,3,-7.154942018,0,500,500
14840000,4,-7.142511883,0,500,500
14850000,2,-15.9688768,0,500,500
14850000,3,-15.92693395,0,500,500
14850000,4,-15.8849911,0,500,500
14860000,2,-15.9688768,0,500,500
14860000,3,-15.92693395,0,500,500
14860000,4,-15.8849911,0,500,500
14870000,2,-7.402624053,0,500,500
14870000,3,-7.383180785,0,500,500
14870000,4,-7.363737517,0,500,500
14880000,2,-20.39545907,0,500,500
14880000,3,-20.34188963,0,500,500
14880000,4,-20.2883202,0,500,500
14890000,2,-70.76746905,0,500,500
14890000,3,-70.58115731,0,500,500
14890000,4,-70.39487045,0,500,500
14900000,2,-6.11111055,0,500,500
14900000,3,-6.094462401,0,500,500
14900000,4,-6.077848143,0,500,500
14910000,2,-7.402624053,0,500,500
14910000,3,-7.383180785,0,500,500
14910000,4,-7.363737517,0,500,500
14920000,2,-20.39545907,0,500,500
14920000,3,-20.34188963,0,500,500
14920000,4,-20.2883202,0,500,500
14930000,2,-20.39545907,0,500,500
