QtBids,QBid,forT
232090,772078,89
232090,772079,90
232090,772080,91
232090,772081,92
232091,772082,89
232091,772083,90
232091,772084,91
232093,772086,89
232093,772087,90
232094,772088,89
232094,772089,90
232094,772090,91
232095,772091,89
232095,772092,90
232095,772093,91
232095,772094,92
232096,772095,89
232096,772096,90
232096,772097,91
232096,772098,92
232097,772099,89
232097,772100,90
232097,772101,91
232097,772102,92
232098,772103,89
232098,772104,90
232099,772105,89
232099,772106,90
232099,772107,91
232099,772108,92
232100,772109,89
232100,772110,90
232100,772111,91
232101,772112,89
232101,772113,90
232101,772114,91
232101,772115,92
232102,772116,89
232102,772117,90
232102,772118,91
232102,772119,92
232103,772120,89
232103,772121,90
232103,772122,91
232104,772123,89
232104,772124,90
232104,772125,91
232104,772126,92
232061,772001,89
232061,772002,90
232061,772003,91
232061,772004,92
232062,772005,89
232062,772006,90
232062,772007,91
232063,772008,89
232063,772009,90
232063,772010,91
232063,772011,92
232064,772012,89
232064,772013,90
232064,772014,91
232064,772015,92
232113,772159,89
232113,772160,90
232113,772161,91
232113,772162,92
232114,772163,89
232114,772164,90
232114,772165,91
232115,772166,89
232115,772167,90
232116,772168,89
232116,772169,90
232116,772170,91
232116,772171,92
232117,772172,89
232117,772173,90
232117,772174,91
232118,772175,89
232118,772176,90
232118,772177,91
232118,772178,92
232119,772179,89
232119,772180,90
232119,772181,91
232119,772182,92
232120,772183,89
232120,772184,90
232120,772185,91
232120,772186,92
232121,772187,89
232121,772188,90
232121,772189,91
232121,772190,92
232122,772191,89
232122,772192,90
232122,772193,91
232122,772194,92
232123,772195,89
232123,772196,90
232123,772197,91
232123,772198,92
232124,772199,89
232124,772200,90
232125,772201,89
232125,772202,90
232125,772203,91
232126,772204,89
232126,772205,90
232126,772206,91
232127,772207,89
232127,772208,90
232127,772209,91
232127,772210,92
232128,772211,89
232128,772212,90
232128,772213,91
232128,772214,92
232129,772215,89
232129,772216,90
232129,772217,91
232129,772218,92
232130,772219,89
232130,772220,90
232131,772221,89
232131,772222,90
232131,772223,91
232132,772224,89
232132,772225,90
232132,772226,91
232132,772227,92
232133,772228,89
232133,772229,90
232133,772230,91
232133,772231,92
232134,772232,89
232134,772233,90
232134,772234,91
232134,772235,92
232135,772236,89
232135,772237,90
232136,772238,89
232136,772239,90
232136,772240,91
232136,772241,92
232137,772242,89
232137,772243,90
232137,772244,91
232137,772245,92
232138,772246,89
232138,772247,90
232138,772248,91
232138,772249,92
232139,772250,89
232139,772251,90
232139,772252,91
232139,772253,92
232140,772254,89
232140,772255,90
232140,772256,91
232141,772257,89
232141,772258,90
232141,772259,91
232141,772260,92
232142,772261,89
232142,772262,90
232142,772263,91
232142,772264,92
232143,772265,89
232143,772266,90
232144,772267,89
232144,772268,90
232144,772269,91
232144,772270,92
232145,772271,89
232145,772272,90
232145,772273,91
232145,772274,92
232146,772275,89
232146,772276,90
232146,772277,91
232146,772278,92
232147,772279,89
232147,772280,90
232147,772281,91
232147,772282,92
232148,772283,89
232148,772284,90
232148,772285,91
232148,772286,92
232149,772287,89
232149,772288,90
232149,772289,91
232149,772290,92
232150,772291,89
232150,772292,90
232150,772293,91
232150,772294,92
232151,772295,89
232151,772296,90
232151,772297,91
232151,772298,92
232152,772299,89
232152,772300,90
232152,772301,91
232152,772302,92
232153,772303,89
232153,772304,90
232153,772305,91
232153,772306,92
232154,772307,89
232154,772308,90
232155,772309,89
232155,772310,90
232155,772311,91
232155,772312,92
232156,772313,89
232156,772314,90
232156,772315,91
232156,772316,92
232157,772317,89
232157,772318,90
232157,772319,91
232157,772320,92
232158,772321,89
232158,772322,90
232158,772323,91
232159,772324,89
232159,772325,90
232159,772326,91
232159,772327,92
232160,772328,89
232160,772329,90
232160,772330,91
232160,772331,92
232161,772332,89
232161,772333,90
232161,772334,91
232161,772335,92
232162,772336,89
232162,772337,90
232162,772338,91
232163,772339,89
232163,772340,90
232163,772341,91
232163,772342,92
232164,772343,89
232164,772344,90
232165,772345,89
232165,772346,90
232165,772347,91
232165,772348,92
232166,772349,89
232166,772350,90
232166,772351,91
232166,772352,92
232167,772353,89
232167,772354,90
232167,772355,91
232167,772356,92
232168,772357,89
232168,772358,90
232168,772359,91
232168,772360,92
232169,772361,89
232169,772362,90
232169,772363,91
232169,772364,92
232170,772365,89
232170,772366,90
232170,772367,91
232171,772368,89
232171,772369,90
232172,772370,89
232172,772371,90
232172,772372,91
232172,772373,92
232173,772374,89
232173,772375,90
232173,772376,91
232174,772377,89
232174,772378,90
232174,772379,91
232174,772380,92
232175,772381,89
232175,772382,90
232175,772383,91
232175,772384,92
232176,772385,89
232176,772386,90
232176,772387,91
232176,772388,92
232177,772389,89
232177,772390,90
232178,772391,89
232178,772392,90
232178,772393,91
232178,772394,92
232179,772395,89
232179,772396,90
232179,772397,91
232179,772398,92
232180,772399,89
232180,772400,90
232180,772401,91
232181,772402,89
232181,772403,90
232181,772404,91
232181,772405,92
232182,772406,89
232182,772407,90
232182,772408,91
232183,772409,89
232183,772410,90
232183,772411,91
232183,772412,92
232184,772413,89
232184,772414,90
232184,772415,91
232184,772416,92
232185,772417,89
232185,772418,90
232185,772419,91
232185,772420,92
232186,772421,89
232186,772422,90
232186,772423,91
232186,772424,92
232187,772425,89
232187,772426,90
232187,772427,91
232187,772428,92
232188,772429,89
232188,772430,90
232188,772431,91
232189,772432,89
232189,772433,90
232190,772434,89
232190,772435,90
232190,772436,91
232190,772437,92
232191,772438,89
232191,772439,90
232191,772440,91
232192,772441,89
232192,772442,90
232192,772443,91
232192,772444,92
232193,772445,89
232193,772446,90
232193,772447,91
232193,772448,92
232194,772449,89
232194,772450,90
232194,772451,91
232194,772452,92
232195,772453,89
232195,772454,90
232195,772455,91
232196,772456,89
232196,772457,90
232196,772458,91
232196,772459,92
232197,772460,89
232197,772461,90
232197,772462,91
232197,772463,92
232198,772464,89
232198,772465,90
232198,772466,91
232198,772467,92
232199,772468,89
232199,772469,90
232199,772470,91
232199,772471,92
232200,772472,89
232200,772473,90
232200,772474,91
232200,772475,92
232201,772476,89
232201,772477,90
232201,772478,91
232201,772479,92
232202,772480,89
232202,772481,90
232203,772482,89
232203,772483,90
232203,772484,91
232203,772485,92
232204,772486,89
232204,772487,90
232204,772488,91
232204,772489,92
232205,772490,89
232205,772491,90
232205,772492,91
232206,772493,89
232206,772494,90
232206,772495,91
232206,772496,92
232207,772497,89
232207,772498,90
232207,772499,91
232207,772500,92
232208,772501,89
232208,772502,90
232208,772503,91
232208,772504,92
232209,772505,89
232209,772506,90
232209,772507,91
232209,772508,92
232210,772509,89
232210,772510,90
232210,772511,91
232210,772512,92
232211,772513,89
232211,772514,90
232212,772515,89
232212,772516,90
232212,772517,91
232213,772518,89
232213,772519,90
232213,772520,91
232213,772521,92
232214,772522,89
232214,772523,90
232214,772524,91
232215,772525,89
232215,772526,90
232215,772527,91
232215,772528,92
232216,772529,89
232216,772530,90
232216,772531,91
232216,772532,92
232217,772533,89
232217,772534,90
232217,772535,91
232217,772536,92
232218,772537,89
232218,772538,90
232219,772539,89
232219,772540,90
232219,772541,91
232219,772542,92
232220,772543,89
232220,772544,90
232220,772545,91
232220,772546,92
232221,772547,89
232221,772548,90
232221,772549,91
232221,772550,92
232222,772551,89
232222,772552,90
232223,772553,89
232223,772554,90
232223,772555,91
232224,772556,89
232224,772557,90
232224,772558,91
232224,772559,92
232225,772560,89
232225,772561,90
232225,772562,91
232226,772563,89
232226,772564,90
232227,772565,89
232227,772566,90
232227,772567,91
232228,772568,89
232228,772569,90
232228,772570,91
232228,772571,92
232229,772572,89
232229,772573,90
232229,772574,91
232229,772575,92
232230,772576,89
232230,772577,90
232230,772578,91
232230,772579,92
232231,772580,89
232231,772581,90
232231,772582,91
232231,772583,92
232232,772584,89
232232,772585,90
232232,772586,91
232232,772587,92
232233,772588,89
232233,772589,90
232233,772590,91
232234,772591,89
232234,772592,90
232234,772593,91
232235,772594,89
232235,772595,90
232236,772596,89
232236,772597,90
232236,772598,91
232236,772599,92
232237,772600,89
232237,772601,90
232237,772602,91
232237,772603,92
232238,772604,89
232238,772605,90
232238,772606,91
232238,772607,92
232239,772608,89
232239,772609,90
232239,772610,91
232239,772611,92
232240,772612,89
232240,772613,90
232240,772614,91
232240,772615,92
232241,772616,89
232241,772617,90
232241,772618,91
232241,772619,92
232242,772620,89
232242,772621,90
232242,772622,91
232242,772623,92
232243,772624,89
232243,772625,90
232243,772626,91
232243,772627,92
232244,772628,89
232244,772629,90
232244,772630,91
232244,772631,92
232245,772632,89
232245,772633,90
232246,772634,89
232246,772635,90
232246,772636,91
232246,772637,92
232247,772638,89
232247,772639,90
232247,772640,91
232247,772641,92
232248,772642,89
232248,772643,90
232248,772644,91
232248,772645,92
232249,772646,89
232249,772647,90
232249,772648,91
232249,772649,92
232250,772650,89
232250,772651,90
232250,772652,91
232250,772653,92
232251,772654,89
232251,772655,90
232251,772656,91
232251,772657,92
232252,772658,89
232252,772659,90
232252,772660,91
232105,772127,89
232105,772128,90
232105,772129,91
232105,772130,92
232106,772131,89
232106,772132,90
232106,772133,91
232106,772134,92
232107,772135,89
232107,772136,90
232107,772137,91
232107,772138,92
232108,772139,89
232108,772140,90
232108,772141,91
232108,772142,92
232109,772143,89
232109,772144,90
232109,772145,91
232109,772146,92
232110,772147,89
232110,772148,90
232110,772149,91
232110,772150,92
232111,772151,89
232111,772152,90
232111,772153,91
232111,772154,92
232112,772155,89
232112,772156,90
232112,772157,91
232112,772158,92
232261,772693,89
232261,772694,90
232261,772695,91
232261,772696,92
232262,772697,89
232262,772698,90
232262,772699,91
232262,772700,92
232263,772701,89
232263,772702,90
232263,772703,91
232263,772704,92
232264,772705,89
232264,772706,90
232264,772707,91
232265,772708,89
232265,772709,90
232265,772710,91
232265,772711,92
232266,772712,89
232266,772713,90
232267,772714,89
232267,772715,90
232268,772716,89
232268,772717,90
232268,772718,91
232269,772719,89
232269,772720,90
232269,772721,91
232271,772723,89
232271,772724,90
232272,772725,89
232272,772726,90
232272,772727,91
232272,772728,92
232273,772729,89
232273,772730,90
232274,772731,89
232274,772732,90
232274,772733,91
232275,772734,89
232275,772735,90
232276,772736,89
232276,772737,90
232276,772738,91
232276,772739,92
232277,772740,89
232277,772741,90
232277,772742,91
232277,772743,92
232278,772744,89
232278,772745,90
232278,772746,91
232278,772747,92
232279,772748,89
232279,772749,90
232279,772750,91
232279,772751,92
232280,772752,89
232280,772753,90
232280,772754,91
232280,772755,92
232281,772756,89
232281,772757,90
232281,772758,91
232281,772759,92
232282,772760,89
232282,772761,90
232283,772762,89
232283,772763,90
232283,772764,91
232284,772765,89
232284,772766,90
232284,772767,91
232284,772768,92
232285,772769,89
232285,772770,90
232285,772771,91
232285,772772,92
232287,772774,89
232287,772775,90
232287,772776,91
232287,772777,92
232288,772778,89
232288,772779,90
232288,772780,91
232288,772781,92
232289,772782,89
232289,772783,90
232290,772784,89
232290,772785,90
232290,772786,91
232290,772787,92
232291,772788,89
232291,772789,90
232291,772790,91
232291,772791,92
232292,772792,89
232292,772793,90
232293,772794,89
232293,772795,90
232293,772796,91
232293,772797,92
232294,772798,89
232294,772799,90
232294,772800,91
232294,772801,92
232295,772802,89
232295,772803,90
232295,772804,91
232295,772805,92
232296,772806,89
232296,772807,90
232296,772808,91
232296,772809,92
232297,772810,89
232297,772811,90
232297,772812,91
232298,772813,89
232298,772814,90
232299,772815,89
232299,772816,90
232299,772817,91
232299,772818,92
232300,772819,89
232300,772820,90
232300,772821,91
232300,772822,92
232301,772823,89
232301,772824,90
232301,772825,91
232302,772826,89
232302,772827,90
232302,772828,91
232302,772829,92
232303,772830,89
232303,772831,90
232303,772832,91
232303,772833,92
232304,772834,89
232304,772835,90
232305,772836,89
232305,772837,90
232306,772838,89
232306,772839,90
232306,772840,91
232306,772841,92
232307,772842,89
232307,772843,90
232307,772844,91
232307,772845,92
232308,772846,89
232308,772847,90
232308,772848,91
232308,772849,92
232309,772850,89
232309,772851,90
232310,772852,89
232310,772853,90
232310,772854,91
232310,772855,92
232311,772856,89
232311,772857,90
232311,772858,91
232311,772859,92
232312,772860,89
232312,772861,90
232312,772862,91
232312,772863,92
232313,772864,89
232313,772865,90
232313,772866,91
232313,772867,92
232314,772868,89
232314,772869,90
232314,772870,91
232315,772871,89
232315,772872,90
232315,772873,91
232315,772874,92
232316,772875,89
232316,772876,90
232317,772877,89
232317,772878,90
232318,772879,89
232318,772880,90
232318,772881,91
232318,772882,92
232319,772883,89
232319,772884,90
232319,772885,91
232319,772886,92
232320,772887,89
232320,772888,90
232320,772889,91
232320,772890,92
232321,772891,89
232321,772892,90
232321,772893,91
232321,772894,92
232322,772895,89
232322,772896,90
232322,772897,91
232322,772898,92
232323,772899,89
232323,772900,90
232324,772901,89
232324,772902,90
232324,772903,91
232324,772904,92
232325,772905,89
232325,772906,90
232325,772907,91
232325,772908,92
232326,772909,89
232326,772910,90
232326,772911,91
232326,772912,92
232327,772913,89
232327,772914,90
232327,772915,91
232327,772916,92
232328,772917,89
232328,772918,90
232328,772919,91
232328,772920,92
232329,772921,89
232329,772922,90
232329,772923,91
232329,772924,92
232330,772925,89
232330,772926,90
232330,772927,91
232330,772928,92
232331,772929,89
232331,772930,90
232331,772931,91
232331,772932,92
232332,772933,89
232332,772934,90
232332,772935,91
232332,772936,92
232333,772937,89
232333,772938,90
232333,772939,91
232334,772940,89
232334,772941,90
232334,772942,91
232334,772943,92
232335,772944,89
232335,772945,90
232335,772946,91
232336,772947,89
232336,772948,90
232337,772949,89
232337,772950,90
232337,772951,91
232337,772952,92
232339,772954,89
232339,772955,90
232339,772956,91
232339,772957,92
232340,772958,89
232340,772959,90
232340,772960,91
232340,772961,92
232253,772661,89
232253,772662,90
232253,772663,91
232253,772664,92
232254,772665,89
232254,772666,90
232254,772667,91
232254,772668,92
232255,772669,89
232255,772670,90
232255,772671,91
232255,772672,92
232256,772673,89
232256,772674,90
232256,772675,91
232256,772676,92
232257,772677,89
232257,772678,90
232257,772679,91
232257,772680,92
232258,772681,89
232258,772682,90
232258,772683,91
232258,772684,92
232259,772685,89
232259,772686,90
232259,772687,91
232259,772688,92
232260,772689,89
232260,772690,90
232260,772691,91
232260,772692,92
232345,772977,89
232345,772978,90
232345,772979,91
232345,772980,92
232346,772981,89
232346,772982,90
232346,772983,91
232347,772984,89
232347,772985,90
232348,772986,89
232348,772987,90
232348,772988,91
232348,772989,92
232349,772990,89
232349,772991,90
232349,772992,91
232350,772993,89
232350,772994,90
232350,772995,91
232350,772996,92
232351,772997,89
232351,772998,90
232351,772999,91
232351,773000,92
232352,773001,89
232352,773002,90
232353,773003,89
232353,773004,90
232353,773005,91
232353,773006,92
232354,773007,89
232354,773008,90
232354,773009,91
232354,773010,92
232355,773011,89
232355,773012,90
232356,773013,89
232356,773014,90
232356,773015,91
232357,773016,89
232357,773017,90
232357,773018,91
232358,773019,89
232358,773020,90
232358,773021,91
232358,773022,92
232359,773023,89
232359,773024,90
232359,773025,91
232359,773026,92
232360,773027,89
232360,773028,90
232361,773029,89
232361,773030,90
232361,773031,91
232361,773032,92
232362,773033,89
232362,773034,90
232362,773035,91
232362,773036,92
232363,773037,89
232363,773038,90
232364,773039,89
232364,773040,90
232364,773041,91
232365,773042,89
232365,773043,90
232365,773044,91
232365,773045,92
232366,773046,89
232366,773047,90
232366,773048,91
232367,773049,89
232367,773050,90
232367,773051,91
232367,773052,92
232368,773053,89
232368,773054,90
232368,773055,91
232368,773056,92
232369,773057,89
232369,773058,90
232370,773059,89
232370,773060,90
232370,773061,91
232370,773062,92
232371,773063,89
232371,773064,90
232371,773065,91
232371,773066,92
232372,773067,89
232372,773068,90
232372,773069,91
232373,773070,89
232373,773071,90
232373,773072,91
232375,773074,89
232375,773075,90
232375,773076,91
232375,773077,92
232376,773078,89
232376,773079,90
232377,773080,89
232377,773081,90
232378,773082,89
232378,773083,90
232378,773084,91
232378,773085,92
232379,773086,89
232379,773087,90
232379,773088,91
232380,773089,89
232380,773090,90
232380,773091,91
232380,773092,92
232381,773093,89
232381,773094,90
232381,773095,91
232381,773096,92
232383,773098,89
232383,773099,90
232383,773100,91
232384,773101,89
232384,773102,90
232385,773103,89
232385,773104,90
232385,773105,91
232386,773106,89
232386,773107,90
232386,773108,91
232386,773109,92
232387,773110,89
232387,773111,90
232387,773112,91
232387,773113,92
232388,773114,89
232388,773115,90
232388,773116,91
232388,773117,92
232389,773118,89
232389,773119,90
232390,773120,89
232390,773121,90
232390,773122,91
232392,773124,89
232392,773125,90
232392,773126,91
232392,773127,92
232394,773129,89
232394,773130,90
232395,773131,89
232395,773132,90
232395,773133,91
232396,773134,89
232396,773135,90
232396,773136,91
232396,773137,92
232397,773138,89
232397,773139,90
232397,773140,91
232399,773142,89
232399,773143,90
232399,773144,91
232399,773145,92
232400,773146,89
232400,773147,90
232401,773148,89
232401,773149,90
232401,773150,91
232402,773151,89
232402,773152,90
232402,773153,91
232402,773154,92
232403,773155,89
232403,773156,90
232404,773157,89
232404,773158,90
232404,773159,91
232404,773160,92
232405,773161,89
232405,773162,90
232405,773163,91
232405,773164,92
232406,773165,89
232406,773166,90
232406,773167,91
232407,773168,89
232407,773169,90
232407,773170,91
232407,773171,92
232408,773172,89
232408,773173,90
232409,773174,89
232409,773175,90
232409,773176,91
232409,773177,92
232411,773179,89
232411,773180,90
232412,773181,89
232412,773182,90
232412,773183,91
232413,773184,89
232413,773185,90
232414,773186,89
232414,773187,90
232414,773188,91
232414,773189,92
232415,773190,89
232415,773191,90
232415,773192,91
232415,773193,92
232416,773194,89
232416,773195,90
232416,773196,91
232417,773197,89
232417,773198,90
232417,773199,91
232417,773200,92
232418,773201,89
232418,773202,90
232418,773203,91
232418,773204,92
232419,773205,89
232419,773206,90
232419,773207,91
232420,773208,89
232420,773209,90
232420,773210,91
232420,773211,92
232341,772962,89
232341,772963,90
232341,772964,91
232341,772965,92
232342,772966,89
232342,772967,90
232342,772968,91
232343,772969,89
232343,772970,90
232343,772971,91
232343,772972,92
232344,772973,89
232344,772974,90
232344,772975,91
232344,772976,92
232421,773212,89
232421,773213,90
232421,773214,91
232422,773215,89
232422,773216,90
232422,773217,91
232422,773218,92
232423,773219,89
232423,773220,90
232423,773221,91
232423,773222,92
232424,773223,89
232424,773224,90
232424,773225,91
232424,773226,92
232429,773242,89
232429,773243,90
232429,773244,91
232429,773245,92
232430,773246,89
232430,773247,90
232431,773248,89
232431,773249,90
232431,773250,91
232431,773251,92
232432,773252,89
232432,773253,90
232432,773254,91
232433,773255,89
232433,773256,90
232433,773257,91
232433,773258,92
232434,773259,89
232434,773260,90
232434,773261,91
232435,773262,89
232435,773263,90
232435,773264,91
232435,773265,92
232436,773266,89
232436,773267,90
232437,773268,89
232437,773269,90
232437,773270,91
232437,773271,92
232438,773272,89
232438,773273,90
232438,773274,91
232438,773275,92
232440,773277,89
232440,773278,90
232440,773279,91
232441,773280,89
232441,773281,90
232441,773282,91
232441,773283,92
232442,773284,89
232442,773285,90
232442,773286,91
232442,773287,92
232443,773288,89
232443,773289,90
232443,773290,91
232443,773291,92
232444,773292,89
232444,773293,90
232444,773294,91
232444,773295,92
232445,773296,89
232445,773297,90
232445,773298,91
232446,773299,89
232446,773300,90
232447,773301,89
232447,773302,90
232448,773303,89
232448,773304,90
232448,773305,91
232448,773306,92
232450,773308,89
232450,773309,90
232450,773310,91
232450,773311,92
232451,773312,89
232451,773313,90
232452,773314,89
232452,773315,90
232452,773316,91
232453,773317,89
232453,773318,90
232453,773319,91
232453,773320,92
232454,773321,89
232454,773322,90
232455,773323,89
232455,773324,90
232455,773325,91
232455,773326,92
232456,773327,89
232456,773328,90
232456,773329,91
232457,773330,89
232457,773331,90
232457,773332,91
232457,773333,92
232458,773334,89
232458,773335,90
232458,773336,91
232459,773337,89
232459,773338,90
232460,773339,89
232460,773340,90
232460,773341,91
232460,773342,92
232461,773343,89
232461,773344,90
232461,773345,91
232461,773346,92
232462,773347,89
232462,773348,90
232462,773349,91
232463,773350,89
232463,773351,90
232463,773352,91
232463,773353,92
232464,773354,89
232464,773355,90
232464,773356,91
232464,773357,92
232465,773358,89
232465,773359,90
232466,773360,89
232466,773361,90
232466,773362,91
232466,773363,92
232467,773364,89
232467,773365,90
232467,773366,91
232467,773367,92
232468,773368,89
232468,773369,90
232469,773370,89
232469,773371,90
232469,773372,91
232469,773373,92
232471,773375,89
232471,773376,90
232472,773377,89
232472,773378,90
232472,773379,91
232473,773380,89
232473,773381,90
232473,773382,91
232473,773383,92
232474,773384,89
232474,773385,90
232476,773387,89
232476,773388,90
232476,773389,91
232477,773390,89
232477,773391,90
232479,773393,89
232479,773394,90
232479,773395,91
232479,773396,92
232480,773397,89
232480,773398,90
232480,773399,91
232481,773400,89
232481,773401,90
232483,773403,89
232483,773404,90
232483,773405,91
232484,773406,89
232484,773407,90
232484,773408,91
232484,773409,92
232485,773410,89
232485,773411,90
232485,773412,91
232485,773413,92
232486,773414,89
232486,773415,90
232486,773416,91
232487,773417,89
232487,773418,90
232487,773419,91
232487,773420,92
232488,773421,89
232488,773422,90
232488,773423,91
232488,773424,92
232425,773227,89
232425,773228,90
232425,773229,91
232425,773230,92
232426,773231,89
232426,773232,90
232426,773233,91
232426,773234,92
232427,773235,89
232427,773236,90
232427,773237,91
232427,773238,92
232428,773239,89
232428,773240,90
232428,773241,91
232493,773440,89
232493,773441,90
232495,773443,89
232495,773444,90
232495,773445,91
232495,773446,92
232496,773447,89
232496,773448,90
232496,773449,91
232497,773450,89
232497,773451,90
232497,773452,91
232497,773453,92
232498,773454,89
232498,773455,90
232499,773456,89
232499,773457,90
232499,773458,91
232499,773459,92
232500,773460,89
232500,773461,90
232500,773462,91
232500,773463,92
232501,773464,89
232501,773465,90
232501,773466,91
232501,773467,92
232502,773468,89
232502,773469,90
232502,773470,91
232503,773471,89
232503,773472,90
232506,773475,89
232506,773476,90
232507,773477,89
232507,773478,90
232507,773479,91
232508,773480,89
232508,773481,90
232508,773482,91
232508,773483,92
232509,773484,89
232509,773485,90
232509,773486,91
232510,773487,89
232510,773488,90
232511,773489,89
232511,773490,90
232511,773491,91
232511,773492,92
232513,773494,89
232513,773495,90
232514,773496,89
232514,773497,90
232514,773498,91
232514,773499,92
232516,773501,89
232516,773502,90
232516,773503,91
232517,773504,89
232517,773505,90
232519,773507,89
232519,773508,90
232519,773509,91
232520,773510,89
232520,773511,90
232520,773512,91
232520,773513,92
232521,773514,89
232521,773515,90
232521,773516,91
232522,773517,89
232522,773518,90
232522,773519,91
232522,773520,92
232524,773522,89
232524,773523,90
232525,773524,89
232525,773525,90
232526,773526,89
232526,773527,90
232526,773528,91
232526,773529,92
232528,773531,89
232528,773532,90
232528,773533,91
232529,773534,89
232529,773535,90
232529,773536,91
232529,773537,92
232530,773538,89
232530,773539,90
232530,773540,91
232531,773541,89
232531,773542,90
232533,773544,89
232533,773545,90
232533,773546,91
232534,773547,89
232534,773548,90
232535,773549,89
232535,773550,90
232535,773551,91
232535,773552,92
232489,773425,89
232489,773426,90
232489,773427,91
232490,773428,89
232490,773429,90
232490,773430,91
232490,773431,92
232491,773432,89
232491,773433,90
232491,773434,91
232491,773435,92
232492,773436,89
232492,773437,90
232492,773438,91
232492,773439,92
232541,773569,89
232541,773570,90
232542,773571,89
232542,773572,90
232542,773573,91
232542,773574,92
232543,773575,89
232543,773576,90
232543,773577,91
232543,773578,92
232544,773579,89
232544,773580,90
232545,773581,89
232545,773582,90
232545,773583,91
232545,773584,92
232546,773585,89
232546,773586,90
232546,773587,91
232547,773588,89
232547,773589,90
232547,773590,91
232548,773591,89
232548,773592,90
232548,773593,91
232548,773594,92
232549,773595,89
232549,773596,90
232549,773597,91
232549,773598,92
232550,773599,89
232550,773600,90
232550,773601,91
232550,773602,92
232551,773603,89
232551,773604,90
232551,773605,91
232551,773606,92
232552,773607,89
232552,773608,90
232552,773609,91
232552,773610,92
232553,773611,89
232553,773612,90
232553,773613,91
232553,773614,92
232554,773615,89
232554,773616,90
232554,773617,91
232554,773618,92
232555,773619,89
232555,773620,90
232556,773621,89
232556,773622,90
232557,773623,89
232557,773624,90
232557,773625,91
232557,773626,92
232558,773627,89
232558,773628,90
232558,773629,91
232558,773630,92
232559,773631,89
232559,773632,90
232559,773633,91
232559,773634,92
232560,773635,89
232560,773636,90
232560,773637,91
232560,773638,92
232561,773639,89
232561,773640,90
232562,773641,89
232562,773642,90
232562,773643,91
232562,773644,92
232563,773645,89
232563,773646,90
232564,773647,89
232564,773648,90
232564,773649,91
232564,773650,92
232565,773651,89
232565,773652,90
232565,773653,91
232565,773654,92
232566,773655,89
232566,773656,90
232567,773657,89
232567,773658,90
232567,773659,91
232567,773660,92
232568,773661,89
232568,773662,90
232569,773663,89
232569,773664,90
232569,773665,91
232569,773666,92
232570,773667,89
232570,773668,90
232570,773669,91
232570,773670,92
232571,773671,89
232571,773672,90
232571,773673,91
232571,773674,92
232572,773675,89
232572,773676,90
232572,773677,91
232572,773678,92
232573,773679,89
232573,773680,90
232574,773681,89
232574,773682,90
232574,773683,91
232574,773684,92
232575,773685,89
232575,773686,90
232575,773687,91
232575,773688,92
232576,773689,89
232576,773690,90
232577,773691,89
232577,773692,90
232577,773693,91
232577,773694,92
232578,773695,89
232578,773696,90
232578,773697,91
232578,773698,92
232579,773699,89
232579,773700,90
232579,773701,91
232579,773702,92
232580,773703,89
232580,773704,90
232580,773705,91
232580,773706,92
232581,773707,89
232581,773708,90
232581,773709,91
232581,773710,92
232582,773711,89
232582,773712,90
232582,773713,91
232582,773714,92
232583,773715,89
232583,773716,90
232583,773717,91
232583,773718,92
232584,773719,89
232584,773720,90
232584,773721,91
232584,773722,92
232585,773723,89
232585,773724,90
232585,773725,91
232585,773726,92
232586,773727,89
232586,773728,90
232587,773729,89
232587,773730,90
232588,773731,89
232588,773732,90
232588,773733,91
232588,773734,92
232589,773735,89
232589,773736,90
232589,773737,91
232591,773739,89
232591,773740,90
232591,773741,91
232591,773742,92
232592,773743,89
232592,773744,90
232594,773746,89
232594,773747,90
232594,773748,91
232594,773749,92
232595,773750,89
232595,773751,90
232595,773752,91
232595,773753,92
232596,773754,89
232596,773755,90
232596,773756,91
232597,773757,89
232597,773758,90
232598,773759,89
232598,773760,90
232598,773761,91
232598,773762,92
232599,773763,89
232599,773764,90
232599,773765,91
232600,773766,89
232600,773767,90
232600,773768,91
232600,773769,92
232601,773770,89
232601,773771,90
232601,773772,91
232603,773774,89
232603,773775,90
232604,773776,89
232604,773777,90
232604,773778,91
232604,773779,92
232605,773780,89
232605,773781,90
232605,773782,91
232605,773783,92
232606,773784,89
232606,773785,90
232606,773786,91
232606,773787,92
232607,773788,89
232607,773789,90
232608,773790,89
232608,773791,90
232608,773792,91
232608,773793,92
232609,773794,89
232609,773795,90
232609,773796,91
232609,773797,92
232610,773798,89
232610,773799,90
232610,773800,91
232610,773801,92
232611,773802,89
232611,773803,90
232611,773804,91
232612,773805,89
232612,773806,90
232613,773807,89
232613,773808,90
232613,773809,91
232613,773810,92
232614,773811,89
232614,773812,90
232614,773813,91
232615,773814,89
232615,773815,90
232615,773816,91
232615,773817,92
232616,773818,89
232616,773819,90
232617,773820,89
232617,773821,90
232617,773822,91
232618,773823,89
232618,773824,90
232618,773825,91
232618,773826,92
232619,773827,89
232619,773828,90
232621,773830,89
232621,773831,90
232621,773832,91
232621,773833,92
232623,773835,89
232623,773836,90
232623,773837,91
232624,773838,89
232624,773839,90
232624,773840,91
232624,773841,92
232625,773842,89
232625,773843,90
232625,773844,91
232625,773845,92
232626,773846,89
232626,773847,90
232626,773848,91
232626,773849,92
232627,773850,89
232627,773851,90
232627,773852,91
232627,773853,92
232628,773854,89
232628,773855,90
232628,773856,91
